Unidade Estratégica,Relacionamento Interpessoal,Liderança,Organização,Responsabilidade,Flexibilidade,Disponibilidade,Comunicação,Gestão de Materiais,Atualização,Conhecimento
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,4,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,4,5,5,5,5,4,4,4
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,4,5,5,4,4,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,4,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,4,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,4,4,4,5,4,4,4,4,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,4,5,5,4,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,4,5,4,4,5,4,5,5,5
Hospital Universitário Cassiano Antônio Moraes,4,4,4,4,4,4,4,4,4,4
Hospital Universitário Cassiano Antônio Moraes,4,4,4,4,4,4,4,4,4,4
Hospital Universitário Cassiano Antônio Moraes,5,4,5,5,3,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,4,4,4,5,5,4,5,5,4
Hospital Universitário Cassiano Antônio Moraes,5,3,3,4,3,5,4,4,5,4
Hospital Universitário Cassiano Antônio Moraes,4,3,3,3,4,5,5,3,3,3
Hospital Universitário Cassiano Antônio Moraes,3,3,3,4,3,5,4,4,4,3
Hospital Universitário Cassiano Antônio Moraes,1,1,1,2,1,3,1,1,1,1
Hospital Universitário Cassiano Antônio Moraes,5,5,4,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,4,5,5,4,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,4,4,3,4,4,4,3,4,4,4
Hospital Universitário Cassiano Antônio Moraes,5,4,4,5,5,5,5,4,4,4
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,4,3,4,3,5,3,4,4,4
Hospital Universitário Cassiano Antônio Moraes,4,4,4,4,4,4,4,4,4,4
Hospital Universitário Cassiano Antônio Moraes,5,4,4,5,5,5,5,4,5,5
Hospital Universitário Cassiano Antônio Moraes,4,4,4,4,4,4,4,4,4,4
Hospital Universitário Cassiano Antônio Moraes,5,5,3,4,3,5,4,4,5,4
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,2,3,3,3,2,2,2,3,3,3
Hospital Universitário Cassiano Antônio Moraes,2,2,3,3,2,2,2,3,3,3
Hospital Universitário Cassiano Antônio Moraes,4,4,4,4,4,4,4,4,4,4
Hospital Universitário Cassiano Antônio Moraes,2,4,5,5,2,2,3,5,5,5
Hospital Universitário Cassiano Antônio Moraes,2,3,3,4,2,2,2,4,3,4
Hospital Universitário Cassiano Antônio Moraes,5,5,4,5,5,5,4,5,5,5
Hospital Universitário Cassiano Antônio Moraes,2,4,4,3,3,4,3,3,4,4
Hospital Universitário Cassiano Antônio Moraes,3,2,3,3,2,3,2,3,4,3
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,4,4,5,4,4,4,5,5,5,4
Hospital Universitário Cassiano Antônio Moraes,3,4,5,5,3,3,3,5,5,5
Hospital Universitário Cassiano Antônio Moraes,4,5,5,5,3,4,4,5,5,5
Hospital Universitário Cassiano Antônio Moraes,3,3,4,4,3,2,3,3,4,3
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,4,5,4,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,4,4,4,5,5,4,4,5,4,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,4,4,4,4,4,4,4,4,4,4
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,4,5,5,5,5,4,5,5,4,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,4,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,4,5,4,5,4,5,4,4,4,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,3,4,4,5,4,3,3,4,5,5
Hospital Universitário Cassiano Antônio Moraes,1,4,4,4,4,1,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,4,4,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,3,3,3,3,3,2,3,3,4,4
Hospital Universitário Cassiano Antônio Moraes,4,5,5,5,5,5,4,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,4,4,4,4,4,4,4,4,4,4
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,1,4,2,4,4,1,1,4,4,4
Hospital Universitário Cassiano Antônio Moraes,3,4,5,5,4,3,4,4,4,5
Hospital Universitário Cassiano Antônio Moraes,3,3,3,4,3,1,3,3,3,4
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,4,4,4,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,4,4,4,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,3,4,4,4,3,4,3,4,4,4
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,4,4,4,5,4,5,4,4
Hospital Universitário Cassiano Antônio Moraes,4,4,4,4,4,4,4,4,4,4
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,4,4,4,4,4,4,4,4,4,4
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,4,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,4,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,4,4,4,5,5,3,3,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,4,5,4,4,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,4,5,4,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,4,4,5,5,4,4,4,4,4
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,4,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,4,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,4,3,4,5,5,5,4,5,5,4
Hospital Universitário Cassiano Antônio Moraes,5,4,5,5,4,4,5,3,5,4
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,4,4,5,4,5,4,4,4,4
Hospital Universitário Cassiano Antônio Moraes,4,3,4,4,3,3,3,4,4,4
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,4,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,4,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,4,4,4,5,4,4,4,4,4,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,4,4,4,3,3,3,3,3,4,4
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,4,4,4,4,4,4,4,4,4,4
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,4,5,5,5,5,4,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,4,4,4,4,4,4,4,4,4,4
Hospital Universitário Cassiano Antônio Moraes,4,3,3,4,3,4,3,3,3,4
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,4,3,4,4,2,2,2,4,4,5
Hospital Universitário Cassiano Antônio Moraes,4,3,4,4,4,3,4,4,4,4
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,3,4,4,4,4,4,3,3,4,4
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,4,5,4
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,4,4,4,4,4,4,4,4,4,4
Hospital Universitário Cassiano Antônio Moraes,5,5,4,5,4,5,4,4,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,4,4,4,4,4,4,4,4,4,4
Hospital Universitário Cassiano Antônio Moraes,4,4,4,4,4,4,4,4,4,4
Hospital Universitário Cassiano Antônio Moraes,3,4,4,4,4,3,4,4,4,4
Hospital Universitário Cassiano Antônio Moraes,4,4,4,4,4,4,4,4,4,4
Hospital Universitário Cassiano Antônio Moraes,5,5,4,5,5,5,5,4,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,3,3,3,3,3,3,3,3,3,3
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,4,4,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,4,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,4,5,5,5,5,5,4,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,4,5,5,5,5,4,4,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,4,5,5,4,4,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,1,2,3,3,3,3,3,3,3,3
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,4,5,5,5,4
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,4,4,4,4,5,4,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,4,4,5,4,5,4,5,4,4
Hospital Universitário Cassiano Antônio Moraes,3,3,4,4,4,4,4,5,5,4
Hospital Universitário Cassiano Antônio Moraes,4,4,3,5,3,4,5,4,3,4
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
Hospital Universitário Cassiano Antônio Moraes,5,5,5,5,5,5,5,5,5,5
